ชื่อสาขา,ที่อยู่,ละติจูด,ลองจิจูด,คะแนนเฉลี่ย,จำนวนรีวิว,ลักษณะทำเล,ประเภทกลุ่มเป้าหมาย,จำนวนสาขาในรัศมี_2_กม,ระยะห่างจากสาขาใกล้สุด_กม,Place_ID
คาเฟ่ อเมซอน,ตำบลวัดเกต อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.7965489,99.0162606,4.3,148,ไม่สามารถระบุได้,นักช้อป,8,0.83,ChIJfdW1ekwl2jARd0qu__ymdCs
คาเฟ่ อเมซอน,250 ถนน มณีนพรัตน์ ตำบลศรีภูมิ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.7964008,98.98302950000001,4.3,95,ไม่สามารถระบุได้,นักช้อป,11,0.67,ChIJ14BT35Y62jARQ8u3p-djSGw
Café Amazon สาขา ปตท.-จิฟฟี่ สาขาเชียงใหม่-แอร์พอร์ต 1,QX7F+95R ตำบลป่าแดด อำเภอเมืองเชียงใหม่ เชียงใหม่ 50100 ประเทศไทย,18.7634829,98.9729004,4.6,98,ไม่สามารถระบุได้,นักช้อป,7,0.48,ChIJp4tpQmEw2jARooXgoVSqITw
คาเฟ่ อเมซอน สาขาช้างเผือก เชียงใหม่,"177 Chang Phuak Road, ตำบลศรีภูมิ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200 ประเทศไทย",18.8018227,98.9856851,4.4,136,ไม่สามารถระบุได้,นักช้อป,12,0.58,ChIJY322IME72jARNwDmHnu3HDs
Café Amazon คาเฟ่ อเมซอน สาขาท่าแพ,394 ถ. ท่าแพ ตำบล ช้างม่อย เมือง เชียงใหม่ 50300 ประเทศไทย,18.7880114,98.9944359,4.2,85,ไม่สามารถระบุได้,นักช้อป,6,0.68,ChIJJXbXH-g72jARBjehpg13jlM
Café Amazon คาเฟ่ อเมซอน สาขา ปตท.กองบิน41,QXCF+V22 ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50100 ประเทศไทย,18.7721436,98.97250749999999,4.1,64,ไม่สามารถระบุได้,นักช้อป,9,0.4,ChIJbccC8nww2jARNraC6tDkQeM
คาเฟ่ อเมซอน,QXW6+Q92 ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200 ประเทศไทย,18.7968816,98.9609009,4.0,48,ไม่สามารถระบุได้,นักช้อป,8,0.59,ChIJYThc-GQ62jARFvTxxuI-E0Y
คาเฟ่ อเมซอน สามกษัตริย์ เชียงใหม่,"234, 1 ถ. พระปกเกล้า ตำบลศรีภูมิ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200 ประเทศไทย",18.7895794,98.98772969999999,4.1,148,ไม่สามารถระบุได้,นักช้อป,9,0.73,ChIJt2mf_W472jARS60RCt85pRk
คาเฟ่ อเมซอน,10 ถ. เชียงใหม่-หางดง ตำบลสันผักหวาน อำเภอหางดง เชียงใหม่ 50230 ประเทศไทย,18.7306548,98.9514078,4.5,20,ไม่สามารถระบุได้,นักช้อป,1,1.98,ChIJQewkA2cx2jARtQ8tx5FBQn4
Café Amazon คาเฟ่ อเมซอน โรงพยาบาลมหาราชนครเชียงใหม่,"Floor G, Maharat Hospital, QXQF+XWG ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200 ประเทศไทย",18.7899482,98.9748316,4.1,54,ไม่สามารถระบุได้,นักช้อป,11,0.25,ChIJkUQVLoQ62jARSKSc5zIHe2I
คาเฟ่ อเมซอน,28 ถ. ซุปเปอร์ไฮเวย์ เชียงใหม่-ลำปาง ตำบลช้างเผือก อำเภอเมืองเชียงใหม่ เชียงใหม่ 50300 ประเทศไทย,18.8070236,98.97227149999999,4.1,86,ไม่สามารถระบุได้,นักช้อป,9,0.72,ChIJXbJBmsQ72jAREhU61wLgMKE
Café Amazon,"450, ตำบล แม่เหียะ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50100 ประเทศไทย",18.7421398,98.96605629999999,4.3,48,ไม่สามารถระบุได้,นักช้อป,1,1.99,ChIJIa6nsB0x2jARpdMoIAgYrDQ
Café Amazon สาขา สน.วงแหวนรอบ 3 เชียงใหม่,PX9F+WPF ถ. รอบเมืองเชียงใหม่ ตำบล สบแม่ข่า อำเภอหางดง เชียงใหม่ 50230 ประเทศไทย,18.7205921,98.9745875,4.1,20,ไม่สามารถระบุได้,นักช้อป,0,2.55,ChIJzQFnY2gx2jAR-2lmtwY0tZA
Café Amazon สาขาเซ็นทรัลเฟสติวัลเชียงใหม่,99/3 ถ. ซุปเปอร์ไฮเวย์ เชียงใหม่-ลำปาง ตำบล ฟ้าฮ่าม อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.80612,99.0176736,4.1,244,ไม่สามารถระบุได้,นักช้อป,5,0.41,ChIJe46QMjQl2jARFdaSdpnH_iM
คาเฟ่ อเมซอน,89 เชียงใหม่บิสสิเนสพาร์ค ซอย 5 ตำบลหนองป่าครั่ง อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.7988561,99.02379099999999,4.1,31,ไม่สามารถระบุได้,นักช้อป,6,0.83,ChIJLY5hA60l2jAR3XX_lWjU_BU
Café Amazon สาขา ปตท.นครา,R287+MQ4 ตำบล ฟ้าฮ่าม อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.8147052,99.012695,4.2,64,ไม่สามารถระบุได้,นักช้อป,5,0.66,ChIJR2Fj4dU72jARMxGDcWH-GxI
Café Amazon,Q235+2H8 ตำบลหนองหอย อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.7525347,99.0089587,3.8,4,ไม่สามารถระบุได้,นักช้อป,2,0.88,ChIJ84t47SAx2jARHszPXtIxCA0
Café Amazon ตึกจอดรถ S1,1/6 ถนน สุเทพ เทศบาลนครเชียงใหม่ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200 ประเทศไทย,18.792158,98.9583634,4.1,58,ไม่สามารถระบุได้,นักช้อป,7,0.58,ChIJGbROd3A62jARMpbZLOU22IQ
Café Amazon สาขาคณะแพทยศาสตร์ มหาวิทยาลัยเชียงใหม่,QXQC+XX8 ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200 ประเทศไทย,18.7899016,98.9724686,4.4,37,ไม่สามารถระบุได้,นักช้อป,11,0.24,ChIJfws3fHo72jAREbjtzZY9rmU
Café Amazon โลตัส เชียงใหม่ หางดง,QX5F+J54 ตำบลป่าแดด อำเภอเมืองเชียงใหม่ เชียงใหม่ 50100 ประเทศไทย,18.759,98.9729524,3.8,13,ไม่สามารถระบุได้,นักช้อป,6,0.5,ChIJJQ8OvWAw2jARiyVFKeOKIHk
Café Amazon Big C ดอนจั่น,Q29M+G62 ตำบล ท่าศาลา อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.7687733,99.0330135,3.3,28,ไม่สามารถระบุได้,นักช้อป,3,0.35,ChIJA7iV7fIv2jARqAhweYr6XVw
Café Amazon - Greenpark Chiangmai,94 2 ตำบล ฟ้าฮ่าม อ เมือง เชียงใหม่ 50000 ประเทศไทย,18.8068147,99.0215291,2.7,12,ไม่สามารถระบุได้,นักช้อป,5,0.41,ChIJWTQ1_1El2jARd7Iqc5v5cJ8
Café Amazon ปตท.เชียงใหม่-ไฮเวย์,3 19 ถ. ซุปเปอร์ไฮเวย์ เชียงใหม่-ลำปาง ต.ท่าศาลา อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.7790225,99.028093,4.6,14,ไม่สามารถระบุได้,นักช้อป,4,0.51,ChIJ7V1BYVsl2jARMyAy8RDxLDk
Café Amazon สาขาเซ็นทรัลแอร์พอร์ต เชียงใหม่,QX9F+MV8 ถนนบุญเรืองฤทธิ์ ตำบลป่าแดด อำเภอเมืองเชียงใหม่ เชียงใหม่ 50100 ประเทศไทย,18.7691736,98.9746979,3.1,18,ไม่สามารถระบุได้,นักช้อป,7,0.24,ChIJz3dOsHAx2jARMQdlrP_eNBE
Café Amazon สาขา ปตท.สารภี (กาญจน์กนก),229/3-6 Moo.2 Nongpung ตำบล ไชยสถาน อำเภอ สารภี เชียงใหม่ 50140 ประเทศไทย,18.747858,99.034584,4.2,11,ไม่สามารถระบุได้,นักช้อป,1,0.34,ChIJHX6bBRwv2jAReW4BCkXxFTQ
Café Amazon - ปตท.ฟ้าฮ่าม,"ปั๊มน้ำมัน สุขุม เซอร์วิส ถ ลำปาง ต ฟ้า ฮ่า ม อ เมือง เชียงใหม่, เทศบาลนครเชียงใหม่ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย",18.8089022,99.01187,4.4,185,ไม่สามารถระบุได้,นักช้อป,7,0.65,ChIJq87SYMs62jARDUfz0czx8mk
Café Amazon สาขา MAYA Lifestyle Shopping Center,50200 ถ. ห้วยแก้ว ตำบลช้างเผือก อำเภอเมืองเชียงใหม่ เชียงใหม่ 50300 ประเทศไทย,18.8025308,98.967354,3.4,33,ไม่สามารถระบุได้,นักช้อป,9,0.5,ChIJycr1xcY72jARoUAXZLcBKRI
Café Amazon ตลาดแม่เหียะ,"32, 65 Chonprathan Rd, ตำบล แม่เหียะ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50100 ประเทศไทย",18.7473872,98.9416631,3.6,11,ไม่สามารถระบุได้,นักช้อป,1,0.73,ChIJU00NgFox2jARlBFjGHU1jKQ
Café Amazon Nimman,เลขที่ 1 ถนน นิมมานเหมินท์ ซอย 9 ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200 ประเทศไทย,18.7979775,98.9676236,3.7,105,ไม่สามารถระบุได้,,10,0.5,ChIJeawDEgA72jARZYDgdoWFGZ4
Café Amazon สาขา ปตท.ตลาดเมืองใหม่,2 ถนน รัตนโกสินทร์ ตำบล ช้างม่อย อำเภอเมืองเชียงใหม่ เชียงใหม่ 50300 ประเทศไทย,18.799787,98.9977209,3.8,4,ไม่สามารถระบุได้,นักช้อป,9,1.02,ChIJOQSEK3c72jARCtu8iQ4lvk8
Café Amazon @SCBวโรรส,Q2P2+X88 ตำบล ช้างม่อย อำเภอเมืองเชียงใหม่ เชียงใหม่ 50300 ประเทศไทย,18.7874232,99.0008266,4.3,29,ไม่สามารถระบุได้,นักช้อป,5,0.39,ChIJU5pnYd072jAR0havFBapEPc
Café Amazon CMU Heart ม.เชียงใหม่,RX22+MM4 ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200 ประเทศไทย,18.8016427,98.9516939,4.3,27,ไม่สามารถระบุได้,นักช้อป,4,1.11,ChIJY_sTqDU72jARWUlMOaAzkn8
Café Amazon ปตท.หนองหอย,531 ถ. เชียงใหม่-ลำพูน ตำบลวัดเกต อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.7603169,99.0073792,4.0,24,ไม่สามารถระบุได้,นักช้อป,2,0.88,ChIJSXlxnpsx2jARPqxKIvnIkl4
Café Amazon สาขาศูนย์ฝึกศึกษาบุคลากร ด้านปิโตรเลียมและพลังงานทหาร,"50 107, ตำบลช้างเผือก อำเภอเมืองเชียงใหม่ เชียงใหม่ 50300 ประเทศไทย",18.817246,98.9815321,4.4,64,ไม่สามารถระบุได้,นักช้อป,3,1.3,ChIJ85BJUJ472jARK10CcBtdUKM
Café Amazon บุญถาวรเชียงใหม่,P2VP+X69 ตำบล ไชยสถาน อำเภอ สารภี เชียงใหม่ 50140 ประเทศไทย,18.7449025,99.03559469999999,3.8,10,ไม่สามารถระบุได้,นักช้อป,1,0.34,ChIJS8KVEkov2jARytW8QcR4gZE
Café Amazon สาขา 1191,60 หมู่ 3 ถนนสนามบิน ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.7698215,98.96814619999999,5.0,3,ไม่สามารถระบุได้,ผู้โดยสาร/นักท่องเที่ยว,7,0.53,ChIJ062EFAAx2jAR7o4d0icJb58
Café Amazon Go Wholesale เชียงใหม่,QX9F+45 ตำบลป่าแดด อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200 ประเทศไทย,18.7678172,98.9729047,5.0,2,ไม่สามารถระบุได้,,7,0.24,ChIJ-VAlWgAx2jAR9eZ7r6dyIBY
Café Amazon สาขาม.ราชภัฏเชียงใหม่,RX4P+PWC ตำบลช้างเผือก อำเภอเมืองเชียงใหม่ เชียงใหม่ 50300 ประเทศไทย,18.8068164,98.9872657,3.7,13,ไม่สามารถระบุได้,นักช้อป,6,0.57,ChIJe9jqD-s62jARtLHr-YOhAfA
Café Amazon @SCBตลาดวโรรส สาขา 3503,"เลขที่ 4 Chang Moi RdTambon Chang Moi, Mueang Chiang Mai DistrictChang, Wat, ตำบล ช้างม่อย อำเภอเมืองเชียงใหม่ เชียงใหม่ 50310 ประเทศไทย",18.7909937,99.0005185,3.9,7,ไม่สามารถระบุได้,,7,0.4,ChIJA6FPCAA72jARj4NC5x7r-Jo
Café Amazon,Q2MH+F98 1006 ตำบลหนองป่าครั่ง อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย,18.7836695,99.0284624,4.2,6,ไม่สามารถระบุได้,นักช้อป,6,0.52,ChIJOY7rDbol2jAROW8PI3EWNt4
Café Amazon ปตท.หนองผึ้ง,P2Q7+CQR ตำบล หนองผึ้ง อำเภอ สารภี เชียงใหม่ 50140 ประเทศไทย,18.7386171,99.01438879999999,3.4,14,ไม่สามารถระบุได้,นักช้อป,1,1.64,ChIJuS511Jkv2jARrbLp7HYcYnE
Café Amazon คาเฟ่ อเมซอน ปตท.สันกำแพง,Q327+HCW ตำบลต้นเปา อำเภอสันกำแพง เชียงใหม่ 50130 ประเทศไทย,18.7514985,99.0635665,4.3,151,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,2.2,ChIJ52Ejjgwv2jARCy572gJMwz4
Café Amazon คาเฟ่ อเมซอน ปตท.ท่ารั้ว,Q3W8+CXW ตำบล สันปูเลย อำเภอดอยสะเก็ด เชียงใหม่ 50220 ประเทศไทย,18.7961125,99.06745029999999,4.7,74,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,2.94,ChIJKVJwCPEl2jARyAMmoVvhgBc
Café Amazon คาเฟ่ อเมซอน ปตท.แม่คือ,"188, 2 ถนนบ่อสร้าง-ดอยสะเก็ด, ตำบล แม่คือ อำเภอดอยสะเก็ด เชียงใหม่ 50220 ประเทศไทย",18.7973123,99.1068952,5.0,3,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,4.16,ChIJAaAkpE0n2jARMkf9Aeyu8mI
Café Amazon,"82, ตำบล สันกำแพง อำเภอสันกำแพง เชียงใหม่ 50130 ประเทศไทย",18.743595,99.12127749999999,4.6,21,ไม่สามารถระบุได้,,0,3.62,ChIJuV7AmrEp2jARZAdiYQBZIPA
Café Amazon ปตท.สันกำแพง,"118, Chiang Mai - San Kamphaeng Road, Tambon Ton Pao, Amphoe San Kamphaeng, Chiang Mai, 50130, ตำบลต้นเปา อำเภอสันกำแพง เชียงใหม่ 50130 ประเทศไทย",18.7698306,99.0715678,4.3,85,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,2.2,ChIJJUG3Z2Qv2jARLsbtkgwsKzs
คาเฟ่ อเมซอน,353/6 หมู่ที่ 3 ถนน โยธาธิการเชียงใหม่-ลำพูน ตำบล ยางเนิ้ง อำเภอ สารภี เชียงใหม่ 50140 ประเทศไทย,18.7217171,99.03805229999999,4.2,163,ไม่สามารถระบุได้,นักช้อป,0,2.58,ChIJZwRL7JUv2jAR_XloGK5LQC4
Café Amazon ปตท.สันกำเเพง 3,129 4 ตำบล สันกำแพง อำเภอสันกำแพง เชียงใหม่ 50130 ประเทศไทย,18.7339908,99.08838899999999,4.5,156,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,3.26,ChIJ1XGZk-gv2jARx0b3RrFfjgs
คาเฟ่ อเมซอน,"75 หมู่ 7 ถ.สายเชียงใหม่-ลำปาง ต.สารภี อ.สารภี, ตำบล สารภี อำเภอ สารภี เชียงใหม่ 50140 ประเทศไทย",18.6786874,99.0494064,4.3,238,ไม่สามารถระบุได้,,1,1.1,ChIJU6pxxtYt2jARXPFF1iaUji0
Café Amazon คาเฟ่ อเมซอน สาขา ปตท.งาว,QXP9+44X ตำบล ปงเตา อำเภองาว ลำปาง 52110 ประเทศไทย,18.785355,99.96785919999999,4.3,431,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,5.15,ChIJTyo96klM2DARgK9D6HR4AP0
Café Amazon คาเฟ่ อเมซอน ปตท.งาวไฮเวย์ (หลวงใต้),ตำบล หลวงใต้ อำเภองาว ลำปาง 52110 ประเทศไทย,18.7390956,99.97327320000001,4.4,350,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,5.15,ChIJR0Jnz_NN2DARiXO8nBUvEMU
Café Amazon คาเฟ่ อเมซอน ปตท. น่าน,50 ถนนยันตรกิจโกศล ตำบล ดู่ใต้ อำเภอเมืองน่าน น่าน 55000 ประเทศไทย,18.7475496,100.7563723,3.7,14,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,3.36,ChIJnc_LQViOJzERcWG2dooh2e4
Café Amazon,ตำบล ในเวียง อำเภอเมืองน่าน น่าน 55000 ประเทศไทย,18.7940274,100.7887423,5.0,5,ไม่สามารถระบุได้,,1,1.89,ChIJ-U1j1fGNJzERmO0Pu2uGigE
Café Amazon,1 ถนน มหายศ ตำบล ในเวียง อำเภอเมืองน่าน น่าน 55000 ประเทศไทย,18.7829556,100.7751511,3.7,17,ไม่สามารถระบุได้,,3,1.04,ChIJ5dE2JMmNJzER-9lhL-T9FUs
Café Amazon สาขา อาคารหน้าวัดภูมินทร์ จ.น่าน,38 ถนน ผากอง ตำบล ในเวียง อำเภอเมืองน่าน น่าน 55000 ประเทศไทย,18.7739691,100.772114,4.5,195,ไม่สามารถระบุได้,,2,1.04,ChIJ2Yuj_nOOJzERnxeJwKmi1jk
Café Amazon Flagship แพร่ธำรงวิทย์,"553, บ้านปางค่า ถนนจุน, หมู่ที่ 4 1091 ตำบล ไชยสถาน อำเภอเมืองน่าน น่าน 55000 ประเทศไทย",18.7785091,100.7605817,4.5,52,ไม่สามารถระบุได้,,2,1.32,ChIJsx5NC7-PJzERmRupUtYMWhc
Café Amazon,"33/1, Moo 5, Chiang Mai - Phrao Road, Tambon Nong Han, Amphoe San Sai, Chiang Mai, 50290, ตำบลหนองหาร อำเภอสันทราย เชียงใหม่ 50290 ประเทศไทย",18.8755508,99.0147355,4.6,110,ไม่สามารถระบุได้,นักช้อป,2,0.96,ChIJRSTdDFUj2jARXvQsb5p29wM
Café Amazon สาขา ปตท.สุขุมแม่ริม,WWCQ+MWV 1096 ตำบล ริมใต้ อำเภอแม่ริม เชียงใหม่ 50180 ประเทศไทย,18.9217477,98.93981240000001,4.4,463,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,0.46,ChIJne5jdDM82jARY9RZ0nY7u0k
Café Amazon เดอะวัน เพลส เชียงใหม่,RXRX+585 ตำบล สันผีเสื้อ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50300 ประเทศไทย,18.8403788,98.99835999999999,4.2,117,ไม่สามารถระบุได้,นักช้อป,1,1.94,ChIJpRKzJDs72jARCEg1JoDM8EU
Café Amazon,"206 48, ตำบล ฟ้าฮ่าม อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย",18.824168,99.01180289999999,4.3,53,ไม่สามารถระบุได้,นักช้อป,3,0.5,ChIJQ3_IZqg72jARRLfvaNBQEl4
Café Amazon สาขา ปตท.เชียงใหม่-แม่ริม 1,RXXC+88V ตำบล ดอนแก้ว อำเภอแม่ริม เชียงใหม่ 50180 ประเทศไทย,18.8483554,98.97080899999999,4.0,28,ไม่สามารถระบุได้,นักช้อป,0,3.03,ChIJTz6tSAo72jARDg9apXuIuFA
Café Amazon สาขา ปตท.แม่ริม,WW9V+M7Q ตำบล ริมใต้ อำเภอแม่ริม เชียงใหม่ 50180 ประเทศไทย,18.9191844,98.9432643,0.0,0,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,0.46,ChIJK6Ier1A92jARjBNtn7afzAo
คาเฟ่ อเมซอน,"469, ตำบล หนองจ๊อม อำเภอสันทราย เชียงใหม่ 50210 ประเทศไทย",18.8669975,99.01625399999999,4.2,14,ไม่สามารถระบุได้,นักช้อป,1,0.96,ChIJ8d1InLcl2jARrd4DowUg8JM
Café Amazon ปตท.เชียงใหม่-แม่โจ้ 1,71 ฟิฟธ์ เอเวนิว ตำบล หนองจ๊อม อำเภอสันทราย เชียงใหม่ 50210 ประเทศไทย,18.8286349,99.0120748,3.0,2,ไม่สามารถระบุได้,นักช้อป,3,0.5,ChIJP84FvbU72jARY7qKSMbAYTA
Café Amazon ปตท.เพื่อสวัสดิการมหาวิทยาลัยแม่โจ้,V2R8+V4X ตำบลหนองหาร อำเภอสันทราย เชียงใหม่ 50290 ประเทศไทย,18.8922408,99.01535539999999,3.3,9,ไม่สามารถระบุได้,นักช้อป,1,1.85,ChIJUWM5114j2jARycUUw_qVHB0
Café Amazon ปตท.หนองหาร,XX5M+256 เชียงใหม่-พร้าว ตำบล แม่แฝกใหม่ อำเภอสันทราย เชียงใหม่ 50290 ประเทศไทย,18.9575432,98.9829043,4.4,109,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,5.96,ChIJ2dUIfG892jARKX1Tktd9eNg
Café Amazon ปตท.สันทรายหลวง,39 หมู่ 10 ตำบล สันทรายหลวง อำเภอสันทราย เชียงใหม่ 50210 ประเทศไทย,18.837486,99.04166459999999,4.2,41,ไม่สามารถระบุได้,นักช้อป,2,1.64,ChIJeS76BNol2jARyx3cmSwUy0Y
Café Amazon สาขา ปตท.เชียงใหม่-ดอยสะเก็ด,"104, Moo 3, Chiang Mai - Doi Saket Road, Tambon Talat Khwan, Amphoe Doi Saket, Chiang Mai, 50210, ตำบลสันนาเม็ง อำเภอดอยสะเก็ด เชียงใหม่ 50210 ประเทศไทย",18.8462221,99.0792199,4.3,26,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,2.69,ChIJ8byAB0Ak2jARX2CeFdJ4QzQ
Café Amazon ตลาดป่าเหมือด,96 1 สันทรายหลวง อำเภอสันทราย เชียงใหม่ 50210 ประเทศไทย,18.8746274,99.0514307,4.8,5,ไม่สามารถระบุได้,,0,3.8,ChIJd-d7wOAj2jARe7zC4vIo41k
Café Amazon Meta Mall,R2CR+XV4 ตำบล สันทรายน้อย อำเภอสันทราย เชียงใหม่ 50210 ประเทศไทย,18.8225733,99.0423485,5.0,1,ไม่สามารถระบุได้,นักช้อป,1,1.66,ChIJR0fAYgAl2jAR3NPneLeeui8
Café Amazon,"1, 14 ม.3 ตำบล เชิงดอย อำเภอดอยสะเก็ด เชียงใหม่ 50220 ประเทศไทย",18.8721796,99.13396519999999,4.3,19,ไม่สามารถระบุได้,,0,6.44,ChIJYbZHG5sh2jARBADqFrkqcog
Café Amazon ปตท.สันนาเม็ง,R3M4+RQ2 ตำบลสันนาเม็ง อำเภอสันทราย เชียงใหม่ 50210 ประเทศไทย,18.8345147,99.0568831,3.8,55,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.64,ChIJO92BePgk2jARUmR6kOoPxtU
Café Amazon,V7VP+XCH 1091 ตำบล บ้านมาง อำเภอ เชียงม่วน พะเยา 56160 ประเทศไทย,18.8949314,100.2861161,4.9,7,ไม่สามารถระบุได้,,0,30.13,ChIJS_7e6xhr2DARbd9woSgG95o
Café Amazon​ santisuk,"131 2, ตำบล ดู่พงษ์ อำเภอ สันติสุข น่าน 55210 ประเทศไทย",18.9250366,100.9312236,4.9,8,ไม่สามารถระบุได้,,0,20.87,ChIJmZayfwDrJzERuTJsYE1wky8
Cafe Amazon,WF65+24 วังเวียง ลาว,18.910019,102.457841,4.4,12,ไม่สามารถระบุได้,นักช้อป,1,0.46,ChIJxS6tTQCTJTER4f59aHDHUwk
Amazon Cafe,"WF73+2P5, 13, Vang Vieng, ลาว",18.9125217,102.4543651,4.0,11,ไม่สามารถระบุได้,,1,0.46,ChIJbWgTAgCTJTERWqKKbIvrvu0
Cafe Amazon vangvieng train station,XF34+G5X วังเวียง ลาว,18.9538969,102.4556858,5.0,1,ไม่สามารถระบุได้,นักช้อป,0,4.58,ChIJjXgQPACTJTERGNHAw08-isE
Café Amazone ปตท แม่แตง,3WMP+2JG ตำบล ขี้เหล็ก อำเภอแม่แตง เชียงใหม่ 50150 ประเทศไทย,19.0822264,98.9367499,4.6,27,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,6.85,ChIJa5Y94BYR2jAREESyYRCiT1c
Café Amazon ม.ราชภัฎเชียงใหม่(ศูนย์แม่ริม),180 ตำบล ขี้เหล็ก อำเภอแม่ริม เชียงใหม่ 50180 ประเทศไทย,19.0217985,98.9227526,4.6,5,ไม่สามารถระบุได้,,0,6.85,ChIJQ0xIIU0V2jARabEkDQdMCDE
Café Amazon คาเฟ่ อเมซอน ปตท.เกษตรสุข,ถ. พหลโยธิน ตำบลแม่กา อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.0996927,99.91028329999999,4.0,21,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,4.63,ChIJ34qmya8y2DARg3JQaH5B-Uk
Café Amazon สาขา ม.พะเยา,2VGW+V8 ตำบลแม่กา อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.0271586,99.8958081,2.2,5,ไม่สามารถระบุได้,,0,2.13,ChIJ3VuQC67N2TAR9TyoEBn9J1c
Café Amazon สาขาทันตแพทย์ ม.พ.,19 ถ. พหลโยธิน ตำบลแม่กา อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.0301673,99.9157731,4.1,7,ไม่สามารถระบุได้,,1,1.27,ChIJKT077ZEz2DARHe2-fvKTFfI
Café Amazon,เลขที่ 433 หมู่ 16 ตำบลแม่กา อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.0327762,99.9275447,4.8,12,ไม่สามารถระบุได้,นักช้อป,1,1.27,ChIJy5bY6kEz2DARykjkOh-3eYE
Café Amazon ปตท.บ้านถ้ำเจริญราษฎร์,33H7+C2G 1251 ตำบล บ้านถ้ำ อำเภอ ดอกคำใต้ พะเยา 56120 ประเทศไทย,19.0785547,100.0625824,0.0,0,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,12.16,ChIJGQeWyxQw2DARKYtEOc-F6YI
Café Amazon ปตท.แม่ปั๋ง,413 ตำบลแม่ ตำบล แม่ปั๋ง อำเภอพร้าว เชียงใหม่ 50190 ประเทศไทย,19.2513878,99.18540519999999,5.0,1,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,13.1,ChIJ3cptBQAB2jARBgWr36y167c
Café Amazon ปตท.แม่ขะจาน,"19 หมู่ที่ 1 เชียงราย-เชียงใหม่ ต.แม่เจดีย์ อ.เวียงป่าเป้า เชียงราย, ตำบล แม่เจดีย์ อำเภอเวียงป่าเป้า เชียงราย 57260 ประเทศไทย",19.1928491,99.5143774,4.1,85,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,12.02,ChIJGYgaVhDn2TARyRJf2T6Y2UM
